订单号,订单日期,月份,类别,子类别,单价,数量,总销售额,折扣率,利润,地区,颜色,尺码,客户ID,利润率
DD101095,2024-12-16,12,配饰,腰带,90.0,1,90.0,100,60.54,华中,驼色,M,C10256,67.27
DD101128,2024-04-05,4,裤装,休闲裤,320.0,1,320.0,100,164.58,东北,白色,XL,C10428,51.43
DD100840,2024-02-04,2,裤装,西装裤,460.0,1,460.0,100,228.5,华南,驼色,XXL,C10470,49.67
DD100264,2024-12-19,12,裤装,休闲裤,440.0,1,396.0,90,230.53,西南,驼色,XS,C10365,58.21
DD101028,2024-10-11,10,连衣裙,吊带裙,400.0,2,800.0,100,405.79,东北,酒红,M,C10433,50.72
DD102251,2024-08-16,8,裤装,休闲裤,300.0,1,270.0,90,132.01,华南,驼色,L,C10271,48.89
DD101037,2024-03-16,3,上衣,T恤,290.0,1,290.0,100,154.36,华北,灰色,M,C10070,53.23
DD100416,2024-05-17,5,裤装,牛仔裤,310.0,3,837.0,90,415.07,华东,酒红,M,C10246,49.59
DD100223,2024-11-15,11,上衣,衬衫,370.0,1,259.0,70,165.19,华南,酒红,M,C10174,63.78
DD100359,2024-04-24,4,上衣,T恤,270.0,3,810.0,100,527.92,西南,灰色,S,C10347,65.18
DD101272,2024-07-08,7,连衣裙,衬衫裙,420.0,1,399.0,95,196.94,华中,米色,XL,C10263,49.36
DD100991,2024-07-06,7,连衣裙,A字裙,260.0,1,260.0,100,153.69,华南,白色,L,C10505,59.11
DD100009,2024-05-05,5,外套,羽绒服,440.0,1,418.0,95,198.68,华北,米色,S,C10577,47.53
DD102273,2024-02-26,2,上衣,T恤,300.0,1,270.0,90,146.71,华东,米色,M,C10516,54.34
DD100317,2024-04-04,4,上衣,针织衫,380.0,1,361.0,95,198.58,华南,驼色,XL,C10139,55.01
DD100305,2024-04-06,4,上衣,卫衣,180.0,1,180.0,100,99.74,华中,灰色,XXL,C10071,55.41
DD100428,2024-07-19,7,裤装,休闲裤,570.0,2,1083.0,95,579.69,东北,酒红,M,C10555,53.53
DD100106,2024-10-12,10,裤装,西装裤,560.0,3,1680.0,100,907.02,华东,灰色,L,C10520,53.99
DD101615,2024-06-20,6,裤装,休闲裤,360.0,1,288.0,80,146.89,东北,藏青,M,C10384,51.0
DD100122,2024-06-20,6,裤装,短裤,450.0,1,450.0,100,242.47,华南,藏青,L,C10340,53.88
DD100942,2024-06-28,6,上衣,卫衣,290.0,1,261.0,90,169.83,东北,墨绿,S,C10054,65.07
DD102588,2024-04-06,4,连衣裙,吊带裙,490.0,1,490.0,100,251.05,西南,酒红,M,C10589,51.23
DD100933,2024-10-21,10,上衣,T恤,150.0,1,150.0,100,98.41,东北,灰色,L,C10171,65.61
DD101515,2024-03-04,3,上衣,衬衫,120.0,2,228.0,95,140.95,西南,酒红,XXL,C10074,61.82
DD101926,2024-02-26,2,上衣,针织衫,250.0,1,225.0,90,115.03,东北,白色,M,C10318,51.12
DD101334,2024-11-23,11,连衣裙,衬衫裙,250.0,1,237.5,95,116.87,华南,白色,L,C10282,49.21
DD100116,2024-08-08,8,上衣,针织衫,320.0,1,288.0,90,157.37,西南,灰色,XXL,C10374,54.64
DD101091,2024-04-17,4,上衣,卫衣,330.0,1,280.5,85,169.75,东北,驼色,L,C10501,60.52
DD100745,2024-05-08,5,裤装,短裤,400.0,1,400.0,100,222.36,华南,藏青,L,C10198,55.59
DD100924,2024-07-16,7,连衣裙,针织裙,560.0,1,560.0,100,338.35,华东,白色,XL,C10105,60.42
DD101692,2024-08-16,8,上衣,卫衣,220.0,1,198.0,90,110.74,华北,驼色,S,C10336,55.93
DD102431,2024-08-11,8,外套,夹克,510.0,1,510.0,100,233.32,西南,米色,M,C10238,45.75
DD101756,2024-07-08,7,上衣,T恤,160.0,2,304.0,95,164.77,华东,灰色,XXL,C10222,54.2
DD102556,2024-10-25,10,连衣裙,针织裙,680.0,1,646.0,95,309.53,华东,米色,XL,C10577,47.91
DD101353,2024-07-11,7,裤装,休闲裤,380.0,2,532.0,70,301.75,华东,米色,XL,C10130,56.72
DD100673,2024-03-13,3,连衣裙,针织裙,590.0,1,590.0,100,357.16,东北,米色,XL,C10207,60.54
DD102403,2024-05-18,5,裤装,休闲裤,320.0,1,304.0,95,171.82,华东,白色,S,C10226,56.52
DD101456,2024-05-15,5,连衣裙,A字裙,210.0,2,336.0,80,200.9,华中,藏青,L,C10597,59.79
DD101780,2024-11-25,11,上衣,针织衫,210.0,1,210.0,100,119.92,华南,藏青,M,C10034,57.1
DD100310,2024-08-10,8,裤装,西装裤,500.0,1,475.0,95,255.65,华东,灰色,XXL,C10043,53.82
DD100592,2024-05-23,5,上衣,T恤,230.0,1,230.0,100,124.13,东北,米色,S,C10291,53.97
DD100463,2024-08-02,8,上衣,针织衫,330.0,1,330.0,100,179.54,华北,驼色,XL,C10443,54.41
DD101254,2024-03-18,3,配饰,包包,100.0,1,100.0,100,65.07,东北,酒红,M,C10194,65.07
DD100046,2024-04-13,4,上衣,衬衫,150.0,2,270.0,90,177.08,华南,白色,L,C10117,65.59
DD101317,2024-06-10,6,配饰,腰带,170.0,1,136.0,80,92.37,华中,灰色,XXL,C10353,67.92
DD101038,2024-11-18,11,裤装,西装裤,250.0,1,237.5,95,110.54,华南,灰色,M,C10098,46.54
DD100553,2024-11-25,11,外套,羽绒服,310.0,1,310.0,100,129.07,华南,米色,L,C10325,41.64
DD100088,2024-08-09,8,上衣,针织衫,310.0,1,310.0,100,178.6,华东,酒红,L,C10015,57.61
DD100691,2024-03-11,3,连衣裙,衬衫裙,390.0,1,351.0,90,175.86,华东,黑色,XXL,C10221,50.1
DD101834,2024-02-28,2,配饰,腰带,130.0,1,130.0,100,77.3,西南,藏青,S,C10143,59.46
DD102585,2024-12-24,12,连衣裙,A字裙,270.0,1,270.0,100,143.2,东北,藏青,M,C10384,53.04
DD102511,2024-08-18,8,连衣裙,A字裙,510.0,1,357.0,70,210.14,华南,米色,L,C10295,58.86
DD101755,2024-10-23,10,连衣裙,吊带裙,470.0,1,423.0,90,232.52,华北,墨绿,XS,C10367,54.97
DD102445,2024-05-24,5,上衣,卫衣,110.0,2,220.0,100,140.83,华东,灰色,S,C10451,64.01
DD100801,2024-10-17,10,配饰,围巾,230.0,1,230.0,100,158.96,华中,墨绿,M,C10064,69.11
DD102151,2024-05-11,5,裤装,短裤,560.0,1,504.0,90,293.96,华南,酒红,M,C10274,58.33
DD100301,2024-09-16,9,连衣裙,吊带裙,200.0,1,170.0,85,92.32,华南,黑色,L,C10180,54.31
DD102266,2024-01-12,1,连衣裙,衬衫裙,390.0,3,1170.0,100,700.33,华中,白色,M,C10186,59.86
DD100544,2024-02-06,2,连衣裙,吊带裙,390.0,1,370.5,95,216.54,华南,墨绿,M,C10500,58.45
DD101910,2024-08-20,8,外套,羽绒服,1100.0,1,1100.0,100,426.9,华东,灰色,XL,C10002,38.81
DD102310,2024-12-01,12,连衣裙,针织裙,450.0,2,900.0,100,558.6,华南,黑色,S,C10178,62.07
DD100495,2024-04-20,4,裤装,牛仔裤,480.0,1,456.0,95,250.84,西南,墨绿,XL,C10327,55.01
DD100366,2024-01-03,1,配饰,围巾,70.0,1,66.5,95,46.47,华北,驼色,XXL,C10421,69.88
DD102353,2024-08-05,8,裤装,休闲裤,350.0,1,350.0,100,162.09,西南,黑色,S,C10233,46.31
DD102093,2024-10-15,10,外套,风衣,310.0,1,310.0,100,141.29,华中,驼色,XS,C10093,45.58
DD100274,2024-08-20,8,连衣裙,吊带裙,460.0,1,460.0,100,280.95,华北,灰色,M,C10411,61.08
DD100789,2024-12-05,12,外套,大衣,370.0,3,943.5,85,452.59,华东,米色,L,C10184,47.97
DD100072,2024-05-08,5,上衣,卫衣,180.0,1,180.0,100,106.29,东北,墨绿,M,C10304,59.05
DD102296,2024-09-17,9,上衣,卫衣,300.0,1,300.0,100,179.9,西南,米色,L,C10333,59.97
DD101965,2024-05-26,5,配饰,帽子,200.0,1,190.0,95,125.39,华南,灰色,L,C10494,65.99
DD100064,2024-08-22,8,裤装,短裤,550.0,1,495.0,90,245.3,华东,黑色,L,C10410,49.56
DD100395,2024-01-08,1,上衣,衬衫,300.0,1,300.0,100,182.82,华东,白色,XL,C10351,60.94
DD101585,2024-09-14,9,配饰,帽子,190.0,2,380.0,100,268.45,东北,灰色,XS,C10189,70.64
DD100344,2024-02-28,2,裤装,短裤,590.0,1,501.5,85,269.58,华东,灰色,L,C10315,53.75
DD101489,2024-10-16,10,上衣,针织衫,320.0,1,272.0,85,168.86,华东,灰色,XL,C10043,62.08
DD101495,2024-04-26,4,上衣,衬衫,110.0,2,220.0,100,118.01,东北,驼色,XL,C10211,53.64
DD100501,2024-10-23,10,连衣裙,针织裙,560.0,1,560.0,100,266.55,华东,灰色,M,C10128,47.6
DD101814,2024-12-14,12,连衣裙,吊带裙,480.0,1,384.0,80,192.42,东北,墨绿,M,C10175,50.11
DD101424,2024-06-22,6,裤装,休闲裤,210.0,1,199.5,95,115.52,东北,藏青,M,C10283,57.9
DD100678,2024-12-24,12,裤装,牛仔裤,340.0,1,289.0,85,164.09,华南,黑色,L,C10240,56.78
DD101111,2024-08-26,8,裤装,西装裤,520.0,1,520.0,100,304.8,华北,白色,L,C10051,58.62
DD102572,2024-07-27,7,上衣,衬衫,160.0,1,144.0,90,81.73,华南,藏青,M,C10437,56.76
DD102193,2024-12-15,12,连衣裙,衬衫裙,340.0,1,340.0,100,204.21,华中,灰色,XL,C10546,60.06
DD101654,2024-02-13,2,上衣,针织衫,120.0,1,60.0,50,37.58,华南,白色,XL,C10522,62.63
DD101191,2024-04-17,4,上衣,衬衫,330.0,1,313.5,95,192.2,东北,酒红,XL,C10027,61.31
DD100273,2024-03-08,3,上衣,T恤,310.0,1,294.5,95,190.4,华东,灰色,S,C10498,64.65
DD102067,2024-05-25,5,连衣裙,衬衫裙,580.0,1,493.0,85,264.63,华北,白色,L,C10258,53.68
DD100206,2024-05-08,5,上衣,衬衫,130.0,1,130.0,100,71.54,西南,酒红,M,C10200,55.03
DD100734,2024-07-05,7,连衣裙,针织裙,280.0,1,266.0,95,159.27,西南,酒红,XL,C10400,59.88
DD100153,2024-01-25,1,裤装,牛仔裤,450.0,2,900.0,100,522.11,华南,驼色,M,C10435,58.01
DD102371,2024-06-05,6,连衣裙,衬衫裙,490.0,1,490.0,100,250.9,华北,墨绿,M,C10358,51.2
DD100558,2024-01-26,1,上衣,T恤,330.0,1,330.0,100,196.17,东北,米色,M,C10461,59.45
DD101526,2024-08-21,8,连衣裙,A字裙,620.0,1,558.0,90,295.06,华东,白色,M,C10571,52.88
DD101727,2024-10-05,10,连衣裙,针织裙,580.0,1,406.0,70,212.02,西南,酒红,S,C10488,52.22
DD100378,2024-05-21,5,配饰,围巾,160.0,1,160.0,100,104.89,华东,酒红,M,C10465,65.56
DD101536,2024-10-13,10,上衣,卫衣,280.0,1,252.0,90,157.35,东北,墨绿,M,C10580,62.44
DD100536,2024-01-12,1,外套,羽绒服,840.0,1,840.0,100,359.63,东北,藏青,XXL,C10179,42.81
DD101793,2024-06-05,6,连衣裙,针织裙,550.0,1,522.5,95,268.11,华北,墨绿,M,C10044,51.31
DD101094,2024-03-14,3,连衣裙,A字裙,620.0,1,620.0,100,343.54,华东,白色,L,C10101,55.41
DD100970,2024-07-25,7,外套,风衣,580.0,2,1044.0,90,497.5,东北,墨绿,M,C10115,47.65
DD100199,2024-05-20,5,连衣裙,衬衫裙,230.0,1,230.0,100,112.13,华东,白色,M,C10265,48.75
DD100562,2024-11-10,11,连衣裙,A字裙,230.0,1,218.5,95,127.72,华南,灰色,M,C10414,58.45
DD100686,2024-02-22,2,连衣裙,吊带裙,600.0,1,600.0,100,287.17,华南,米色,M,C10227,47.86
DD102233,2024-06-16,6,连衣裙,针织裙,290.0,1,261.0,90,128.25,华中,墨绿,M,C10587,49.14
DD100591,2024-07-11,7,裤装,牛仔裤,490.0,2,882.0,90,519.61,西南,黑色,XXL,C10557,58.91
DD100520,2024-06-04,6,外套,夹克,1040.0,1,936.0,90,483.72,华南,米色,XXL,C10394,51.68
DD100309,2024-06-18,6,裤装,休闲裤,600.0,1,600.0,100,292.38,华中,灰色,M,C10566,48.73
DD100605,2024-09-23,9,裤装,西装裤,560.0,1,336.0,60,161.64,华北,黑色,M,C10350,48.11
DD102246,2024-09-18,9,裤装,西装裤,540.0,1,540.0,100,306.25,华北,驼色,L,C10449,56.71
DD101525,2024-12-03,12,上衣,针织衫,320.0,1,272.0,85,156.39,东北,米色,S,C10082,57.5
DD100060,2024-12-14,12,上衣,衬衫,120.0,1,120.0,100,76.88,东北,驼色,XL,C10094,64.07
DD100584,2024-09-18,9,配饰,包包,70.0,1,59.5,85,39.67,华中,米色,XL,C10135,66.67
DD100987,2024-10-23,10,外套,风衣,1210.0,1,1210.0,100,568.0,华东,米色,S,C10204,46.94
DD100208,2024-05-15,5,外套,夹克,480.0,1,432.0,90,204.99,西南,米色,S,C10279,47.45
DD100492,2024-10-10,10,配饰,包包,60.0,1,60.0,100,38.8,华南,酒红,XL,C10057,64.67
DD101000,2024-05-17,5,裤装,短裤,420.0,2,840.0,100,412.7,东北,驼色,XL,C10057,49.13
DD100786,2024-10-12,10,裤装,短裤,260.0,1,247.0,95,126.73,东北,黑色,L,C10325,51.31
DD101235,2024-05-17,5,裤装,短裤,590.0,1,472.0,80,255.68,华中,驼色,S,C10316,54.17
DD102526,2024-03-14,3,裤装,休闲裤,250.0,2,450.0,90,240.11,西南,黑色,M,C10338,53.36
DD100793,2024-07-20,7,连衣裙,吊带裙,660.0,1,660.0,100,380.97,华东,驼色,L,C10518,57.72
DD100832,2024-11-05,11,连衣裙,吊带裙,280.0,1,280.0,100,163.72,华南,灰色,M,C10500,58.47
DD100163,2024-09-25,9,上衣,卫衣,270.0,1,270.0,100,156.46,东北,灰色,M,C10056,57.95
DD101252,2024-06-17,6,上衣,卫衣,90.0,1,90.0,100,59.45,东北,黑色,M,C10339,66.06
DD101770,2024-10-27,10,连衣裙,衬衫裙,590.0,1,590.0,100,350.54,华北,酒红,L,C10443,59.41
DD100527,2024-10-09,10,裤装,短裤,440.0,1,264.0,60,128.52,东北,藏青,XS,C10366,48.68
DD101322,2024-07-08,7,外套,风衣,1130.0,1,1073.5,95,480.16,华南,驼色,M,C10558,44.73
DD100892,2024-05-17,5,裤装,西装裤,350.0,1,350.0,100,179.37,东北,藏青,L,C10467,51.25
DD102234,2024-05-11,5,上衣,卫衣,320.0,1,320.0,100,205.53,东北,米色,S,C10296,64.23
DD100257,2024-05-22,5,上衣,卫衣,110.0,1,110.0,100,57.07,东北,驼色,M,C10476,51.88
DD100507,2024-01-04,1,连衣裙,A字裙,500.0,1,350.0,70,171.91,华中,灰色,L,C10536,49.12
DD100387,2024-05-19,5,连衣裙,A字裙,580.0,1,406.0,70,233.42,华南,黑色,L,C10105,57.49
DD102211,2024-11-13,11,配饰,包包,50.0,1,35.0,70,24.84,华中,墨绿,XXL,C10486,70.97
DD100953,2024-07-29,7,连衣裙,A字裙,320.0,1,320.0,100,182.02,东北,驼色,S,C10121,56.88
DD102322,2024-10-09,10,配饰,围巾,70.0,1,66.5,95,43.38,华中,酒红,M,C10481,65.23
DD102372,2024-09-27,9,外套,夹克,950.0,1,950.0,100,433.34,华中,墨绿,M,C10598,45.61
DD102257,2024-10-07,10,裤装,短裤,410.0,1,410.0,100,213.81,西南,白色,L,C10107,52.15
DD101379,2024-08-20,8,裤装,牛仔裤,440.0,1,440.0,100,219.91,东北,白色,S,C10100,49.98
DD102379,2024-07-13,7,裤装,西装裤,560.0,1,532.0,95,253.53,华南,白色,S,C10497,47.66
DD101243,2024-04-04,4,连衣裙,衬衫裙,400.0,1,380.0,95,218.14,东北,酒红,XXL,C10031,57.41
DD102299,2024-05-29,5,上衣,衬衫,170.0,1,153.0,90,96.55,东北,黑色,M,C10107,63.1
DD100021,2024-07-03,7,配饰,围巾,60.0,1,60.0,100,42.03,华南,黑色,M,C10565,70.05
DD101599,2024-05-11,5,配饰,围巾,130.0,1,91.0,70,66.31,东北,黑色,L,C10432,72.87
DD100440,2024-04-24,4,上衣,针织衫,290.0,1,174.0,60,103.86,华北,黑色,XL,C10509,59.69
DD102224,2024-04-29,4,上衣,卫衣,260.0,1,221.0,85,145.46,华东,米色,M,C10171,65.82
DD100382,2024-03-02,3,连衣裙,针织裙,360.0,1,306.0,85,165.73,华东,黑色,M,C10480,54.16
DD101463,2024-09-13,9,上衣,卫衣,160.0,1,160.0,100,95.24,东北,藏青,L,C10442,59.52
DD102517,2024-08-23,8,外套,羽绒服,1140.0,1,912.0,80,404.85,华东,灰色,M,C10334,44.39
DD100539,2024-05-10,5,连衣裙,针织裙,230.0,2,437.0,95,256.41,东北,米色,L,C10084,58.68
DD101522,2024-08-03,8,连衣裙,针织裙,290.0,1,290.0,100,156.75,西南,驼色,S,C10287,54.05
DD101035,2024-11-04,11,连衣裙,针织裙,260.0,1,260.0,100,149.16,华东,米色,XL,C10276,57.37
DD100084,2024-06-09,6,裤装,短裤,520.0,1,468.0,90,255.96,华北,酒红,S,C10016,54.69
DD100974,2024-03-11,3,连衣裙,吊带裙,370.0,1,351.5,95,178.36,西南,灰色,L,C10582,50.74
DD101030,2024-10-01,10,上衣,T恤,290.0,2,580.0,100,316.99,东北,黑色,S,C10588,54.65
DD102347,2024-06-10,6,裤装,休闲裤,520.0,1,442.0,85,233.98,华中,米色,L,C10557,52.94
DD101420,2024-12-27,12,配饰,腰带,130.0,1,130.0,100,90.22,东北,驼色,S,C10162,69.4
DD100884,2024-04-08,4,裤装,短裤,360.0,1,324.0,90,154.12,华南,墨绿,M,C10472,47.57
DD102378,2024-11-04,11,裤装,西装裤,380.0,2,684.0,90,327.31,东北,白色,L,C10209,47.85
DD101592,2024-04-20,4,外套,风衣,350.0,1,350.0,100,139.22,华北,墨绿,M,C10505,39.78
DD101899,2024-08-19,8,配饰,帽子,110.0,1,110.0,100,78.01,华中,灰色,XS,C10008,70.92
DD100887,2024-08-20,8,外套,风衣,730.0,1,730.0,100,332.88,华北,黑色,L,C10068,45.6
DD100271,2024-05-10,5,外套,羽绒服,800.0,2,1360.0,85,686.64,华北,酒红,L,C10424,50.49
DD101200,2024-10-27,10,上衣,衬衫,290.0,1,246.5,85,135.31,华南,米色,XS,C10110,54.89
DD101238,2024-05-07,5,裤装,短裤,210.0,1,168.0,80,84.86,华北,藏青,L,C10526,50.51
DD102149,2024-01-05,1,上衣,衬衫,210.0,1,199.5,95,118.85,西南,米色,L,C10569,59.57
DD102358,2024-08-16,8,连衣裙,吊带裙,600.0,2,1200.0,100,640.55,华北,白色,XS,C10575,53.38
DD100977,2024-05-25,5,上衣,T恤,380.0,1,266.0,70,166.21,华中,藏青,L,C10566,62.48
DD101737,2024-11-27,11,外套,夹克,800.0,1,720.0,90,352.67,东北,米色,L,C10054,48.98
DD101856,2024-03-11,3,上衣,卫衣,230.0,1,195.5,85,118.83,华东,黑色,M,C10105,60.78
DD102229,2024-10-13,10,外套,羽绒服,990.0,1,594.0,60,273.16,东北,白色,M,C10273,45.99
DD100430,2024-02-13,2,外套,风衣,490.0,1,441.0,90,222.55,华北,驼色,XS,C10179,50.46
DD102018,2024-03-03,3,裤装,短裤,320.0,1,272.0,85,136.69,东北,酒红,M,C10018,50.25
DD102286,2024-05-24,5,连衣裙,衬衫裙,650.0,1,617.5,95,361.69,东北,灰色,S,C10515,58.57
DD101414,2024-09-18,9,上衣,衬衫,240.0,2,336.0,70,181.98,东北,米色,M,C10074,54.16
DD102297,2024-04-02,4,配饰,腰带,250.0,1,250.0,100,176.81,东北,酒红,M,C10188,70.72
DD100459,2024-08-19,8,上衣,衬衫,300.0,1,285.0,95,181.88,东北,白色,L,C10313,63.82
DD101895,2024-10-22,10,上衣,T恤,100.0,2,190.0,95,100.96,华中,墨绿,L,C10210,53.14
DD100928,2024-05-27,5,裤装,休闲裤,410.0,1,410.0,100,213.53,华北,黑色,L,C10121,52.08
DD100079,2024-04-23,4,裤装,牛仔裤,530.0,4,2014.0,95,1147.0,华北,灰色,XXL,C10041,56.95
DD102528,2024-05-22,5,上衣,卫衣,380.0,2,760.0,100,483.96,东北,驼色,S,C10515,63.68
DD101827,2024-06-24,6,上衣,T恤,110.0,4,308.0,70,168.04,华北,藏青,M,C10238,54.56
DD100033,2024-10-19,10,上衣,卫衣,220.0,1,198.0,90,118.36,华中,藏青,M,C10524,59.78
DD100907,2024-11-25,11,配饰,帽子,130.0,3,370.5,95,249.7,华南,黑色,S,C10275,67.4
DD101567,2024-06-20,6,连衣裙,A字裙,600.0,1,300.0,50,170.66,华中,黑色,L,C10117,56.89
DD101076,2024-07-15,7,连衣裙,针织裙,660.0,1,594.0,90,320.53,华南,黑色,XL,C10553,53.96
DD102338,2024-10-03,10,裤装,休闲裤,530.0,1,477.0,90,264.44,华北,白色,M,C10318,55.44
DD100381,2024-03-23,3,裤装,短裤,190.0,1,171.0,90,93.92,华北,灰色,L,C10152,54.92
DD101648,2024-05-07,5,上衣,衬衫,390.0,1,390.0,100,232.33,华东,墨绿,L,C10560,59.57
DD102449,2024-09-04,9,连衣裙,衬衫裙,400.0,1,380.0,95,196.52,华北,黑色,M,C10272,51.72
DD100716,2024-11-18,11,裤装,牛仔裤,510.0,4,2040.0,100,1076.33,华北,灰色,S,C10299,52.76
DD101659,2024-03-09,3,配饰,帽子,90.0,1,85.5,95,53.78,华东,酒红,XXL,C10291,62.9
DD100687,2024-08-27,8,裤装,牛仔裤,590.0,1,590.0,100,319.55,西南,米色,S,C10408,54.16
DD102223,2024-10-14,10,配饰,帽子,290.0,1,275.5,95,185.93,华南,白色,M,C10105,67.49
DD100306,2024-05-04,5,上衣,衬衫,200.0,1,190.0,95,101.89,东北,藏青,L,C10286,53.63
DD100210,2024-09-24,9,连衣裙,A字裙,270.0,1,256.5,95,146.28,东北,酒红,L,C10486,57.03
DD101812,2024-02-20,2,配饰,帽子,110.0,3,280.5,85,175.78,东北,酒红,XXL,C10023,62.67
DD102578,2024-10-18,10,裤装,短裤,190.0,1,133.0,70,64.35,华东,墨绿,M,C10335,48.38
DD101160,2024-03-06,3,连衣裙,吊带裙,610.0,1,518.5,85,307.05,华中,酒红,L,C10262,59.22
DD100886,2024-01-10,1,上衣,衬衫,250.0,1,175.0,70,112.63,华北,白色,M,C10509,64.36
DD101345,2024-03-11,3,连衣裙,A字裙,380.0,1,361.0,95,220.13,华南,驼色,M,C10288,60.98
DD102465,2024-06-08,6,连衣裙,衬衫裙,280.0,1,196.0,70,109.4,华北,墨绿,XL,C10415,55.82
DD101256,2024-05-13,5,外套,夹克,990.0,1,990.0,100,425.41,华北,驼色,M,C10020,42.97
DD100192,2024-06-13,6,连衣裙,衬衫裙,420.0,1,399.0,95,199.77,华中,米色,M,C10504,50.07
DD101658,2024-10-21,10,上衣,针织衫,270.0,1,243.0,90,156.69,华北,驼色,M,C10543,64.48
DD100484,2024-03-26,3,外套,风衣,810.0,1,810.0,100,363.84,华中,酒红,L,C10067,44.92
DD100916,2024-02-10,2,连衣裙,针织裙,450.0,1,360.0,80,181.27,东北,驼色,S,C10514,50.35
DD100278,2024-04-14,4,外套,风衣,580.0,1,551.0,95,226.56,华北,米色,S,C10541,41.12
DD100989,2024-04-27,4,上衣,卫衣,130.0,1,130.0,100,76.68,华中,墨绿,M,C10531,58.98
DD101396,2024-10-20,10,连衣裙,吊带裙,560.0,1,560.0,100,329.2,西南,米色,M,C10166,58.79
DD102210,2024-10-28,10,连衣裙,衬衫裙,360.0,1,342.0,95,176.99,华东,米色,XXL,C10324,51.75
DD100572,2024-06-17,6,配饰,围巾,300.0,1,300.0,100,199.5,西南,黑色,S,C10161,66.5
DD100994,2024-01-20,1,连衣裙,A字裙,320.0,1,304.0,95,150.89,华东,黑色,M,C10309,49.63
DD100586,2024-08-13,8,连衣裙,针织裙,400.0,2,800.0,100,468.55,西南,米色,XS,C10072,58.57
DD101187,2024-07-09,7,上衣,T恤,100.0,1,95.0,95,55.12,东北,白色,XXL,C10466,58.02
DD102594,2024-04-23,4,裤装,西装裤,520.0,4,1872.0,90,953.21,东北,米色,S,C10193,50.92
DD101531,2024-10-05,10,配饰,腰带,130.0,1,130.0,100,80.07,西南,酒红,XXL,C10367,61.59
DD100675,2024-11-07,11,连衣裙,吊带裙,240.0,1,240.0,100,143.49,华东,黑色,M,C10296,59.79
DD102532,2024-05-22,5,上衣,衬衫,320.0,4,1280.0,100,688.17,东北,白色,S,C10480,53.76
DD100856,2024-04-17,4,连衣裙,衬衫裙,510.0,1,459.0,90,231.98,华中,墨绿,XS,C10513,50.54
DD100448,2024-05-09,5,连衣裙,衬衫裙,430.0,1,408.5,95,243.94,东北,酒红,XL,C10377,59.72
DD101358,2024-11-08,11,上衣,卫衣,310.0,1,310.0,100,164.54,西南,黑色,M,C10233,53.08
DD102300,2024-01-09,1,配饰,包包,80.0,3,240.0,100,165.48,西南,酒红,L,C10360,68.95
DD101870,2024-11-06,11,裤装,休闲裤,390.0,1,390.0,100,197.13,华东,驼色,M,C10468,50.55
DD102319,2024-08-13,8,连衣裙,吊带裙,510.0,1,510.0,100,279.39,华东,米色,XXL,C10272,54.78
DD100295,2024-11-25,11,外套,大衣,700.0,1,665.0,95,310.12,华南,米色,L,C10149,46.63
DD100589,2024-04-13,4,连衣裙,吊带裙,430.0,2,817.0,95,463.6,东北,米色,L,C10245,56.74
DD101832,2024-03-05,3,配饰,围巾,100.0,3,285.0,95,200.71,华中,酒红,XXL,C10100,70.42
DD101736,2024-08-26,8,连衣裙,吊带裙,300.0,1,300.0,100,154.42,华南,灰色,L,C10383,51.47
DD102094,2024-06-23,6,外套,风衣,690.0,1,655.5,95,265.37,东北,藏青,L,C10580,40.48
DD101862,2024-06-26,6,配饰,围巾,220.0,1,220.0,100,150.86,华北,墨绿,M,C10441,68.57
DD100426,2024-05-22,5,连衣裙,吊带裙,680.0,1,544.0,80,279.16,华中,米色,M,C10440,51.32
DD100535,2024-01-26,1,上衣,T恤,250.0,1,250.0,100,163.4,华东,黑色,M,C10011,65.36
DD101055,2024-09-25,9,连衣裙,针织裙,400.0,1,400.0,100,201.12,西南,灰色,M,C10567,50.28
DD101405,2024-07-15,7,连衣裙,A字裙,430.0,2,817.0,95,456.59,华北,灰色,M,C10079,55.89
DD102172,2024-10-06,10,上衣,卫衣,250.0,1,250.0,100,156.21,东北,白色,M,C10329,62.48
DD101081,2024-12-01,12,连衣裙,吊带裙,680.0,2,1292.0,95,683.89,华东,黑色,S,C10185,52.93
DD102567,2024-04-07,4,上衣,卫衣,320.0,1,304.0,95,162.36,东北,驼色,M,C10224,53.41
DD101383,2024-07-02,7,裤装,短裤,450.0,1,360.0,80,192.33,东北,藏青,M,C10105,53.42
DD101375,2024-09-18,9,上衣,衬衫,300.0,1,300.0,100,181.82,华北,黑色,L,C10243,60.61
DD102029,2024-08-10,8,裤装,牛仔裤,350.0,1,297.5,85,157.62,华南,藏青,L,C10183,52.98
DD102306,2024-05-16,5,连衣裙,衬衫裙,670.0,1,636.5,95,380.67,西南,灰色,XS,C10293,59.81
